name	path	coverage	func_num
15c6a029a8ce6ca7242bcdec5ee084c650d5062e73ca16392418accf568305a3	/workspace/ella-master4/ella-out/15c6a029a8ce6ca7242bcdec5ee084c650d5062e73ca16392418accf568305a3/	80	( 108 / 135 )
0ba78bc3c61e6b5c130ccf4a421d3c19e1c29ce65d76d0f23cfdf540e0487190	/workspace/ella-master4/ella-out/0ba78bc3c61e6b5c130ccf4a421d3c19e1c29ce65d76d0f23cfdf540e0487190/	71.42857143	( 120 / 168 )
5a3bd3ff2d9481e6bd29dfaa5df4e9ebf9827de65c977a601b7a73c450e06c57	/workspace/ella-master4/ella-out/5a3bd3ff2d9481e6bd29dfaa5df4e9ebf9827de65c977a601b7a73c450e06c57/	63.60544218	( 187 / 294 )
6af046ae878493c289049bfcc745a6a9c4609938dde000839bcaf7298cb8dde1	/workspace/ella-master3/ella-out/6af046ae878493c289049bfcc745a6a9c4609938dde000839bcaf7298cb8dde1/	59.09090909	( 13 / 22 )
21cfe5e7b7987b78a902a2a7baf3e1d6261c5ddf579285a8936189f9cc7770ec	/workspace/ella-master5/ella-out/21cfe5e7b7987b78a902a2a7baf3e1d6261c5ddf579285a8936189f9cc7770ec/	58.36575875	( 150 / 257 )
766da5f7951b55da3aefb5de4dbe15e1c505e26eca71b5085e428026de5cc3e9	/workspace/ella-master4/ella-out/766da5f7951b55da3aefb5de4dbe15e1c505e26eca71b5085e428026de5cc3e9/	53.41880342	( 250 / 468 )
093e75a74d3555b0110121d89edd096dccbfcccd7692a705845537e6d1007fa9	/workspace/ella-master/ella-out/093e75a74d3555b0110121d89edd096dccbfcccd7692a705845537e6d1007fa9/	41.66666667	( 40 / 96 )
83ddb4b16fc7b6522bfa3430a2726c96fe04545ad54028e64210c8d4932b6734	/workspace/ella-master3/ella-out/83ddb4b16fc7b6522bfa3430a2726c96fe04545ad54028e64210c8d4932b6734/	40.44507505	( 5416 / 13391 )
df7ec98aa02b77631746665bfa8ff0d9cc3e22a5bc9f28ebd11105f916b7c591	/workspace/ella-master/ella-out/df7ec98aa02b77631746665bfa8ff0d9cc3e22a5bc9f28ebd11105f916b7c591/	40.39735099	( 61 / 151 )
96fcfbe059241439988092f26999e9c95794b7d10b7eb2ce4d2e5746ca02e271	/workspace/ella-master4/ella-out/96fcfbe059241439988092f26999e9c95794b7d10b7eb2ce4d2e5746ca02e271/	38.00159872	( 7131 / 18765 )
7b2910822f78d147c29b5a6f8e501340230275ead32b5e74366a369c397c5b65	/workspace/ella-master/ella-out/7b2910822f78d147c29b5a6f8e501340230275ead32b5e74366a369c397c5b65/	37.81020893	( 10985 / 29053 )
bb9eae2aca00044718e65db7d46c21189d9a03bb5b5cce998bdd8c8a73706f98	/workspace/ella-master/ella-out/bb9eae2aca00044718e65db7d46c21189d9a03bb5b5cce998bdd8c8a73706f98/	37.5	( 447 / 1192 )
ccfb7b54888f408007139c36ae2af46dd22ea3e442b2d0bfb3a8575940d832fb	/workspace/ella-master5/ella-out/ccfb7b54888f408007139c36ae2af46dd22ea3e442b2d0bfb3a8575940d832fb/	37.34188491	( 2096 / 5613 )
c01ea59fb10227f86b07ccb24d5da04eeeb791850d4f7d62f29b3b5b1f251562	/workspace/ella-master2/ella-out/c01ea59fb10227f86b07ccb24d5da04eeeb791850d4f7d62f29b3b5b1f251562/	36.0778337	( 10179 / 28214 )
2140bed673e5d25a68a579bc51aa2daacf383a436463c4d350b0338c7be760c6	/workspace/ella-master/ella-out/2140bed673e5d25a68a579bc51aa2daacf383a436463c4d350b0338c7be760c6/	35.93029792	( 3196 / 8895 )
8f70252b986d2f40642ff48fed07838e8b63e66c77128322794f9d9dea3bd2ff	/workspace/ella-master5/ella-out/8f70252b986d2f40642ff48fed07838e8b63e66c77128322794f9d9dea3bd2ff/	35.69005292	( 2630 / 7369 )
b08170d9c40ea560e11f76352b614faf4557914d6203ef3f362d95d9a07a6238	/workspace/ella-master3/ella-out/b08170d9c40ea560e11f76352b614faf4557914d6203ef3f362d95d9a07a6238/	35.39202803	( 1616 / 4566 )
379fbe87fe859c13191e1b98139bfdbf7fa4e88124a8929d458145e72d5bf227	/workspace/ella-master3/ella-out/379fbe87fe859c13191e1b98139bfdbf7fa4e88124a8929d458145e72d5bf227/	34.56960974	( 1249 / 3613 )
_workspace_beautyT100_beautyT200_beautyT300_beautyT400_bookT100_bookT200_bookT300_55_yuku.kbbi5.apk	/workspace/ella-master2/ella-out/_workspace_beautyT100_beautyT200_beautyT300_beautyT400_bookT100_bookT200_bookT300_55_yuku.kbbi5.apk/	34.51239669	( 3132 / 9075 )
68c35f74ef6420a31b3ac108c69ead9576b330383c109aa341428476b59529ba	/workspace/ella-master3/ella-out/68c35f74ef6420a31b3ac108c69ead9576b330383c109aa341428476b59529ba/	34.05426661	( 2598 / 7629 )
05f54f77ca7a1d77b3cfd7a8589efeae7611b8c84ddc9b60aca5b5e813474918	/workspace/ella-master3/ella-out/05f54f77ca7a1d77b3cfd7a8589efeae7611b8c84ddc9b60aca5b5e813474918/	33.33333333	( 11 / 33 )
1cdbe1265c15e59de1b7623e37b0b65db4ee85bb8eef36de6c007715ac1c03ca	/workspace/ella-master5/ella-out/1cdbe1265c15e59de1b7623e37b0b65db4ee85bb8eef36de6c007715ac1c03ca/	33.24315184	( 2949 / 8871 )
_workspace_bookT4_bussiT1234_50_keyboard.theme.k820006167.apk	/workspace/ella-master4/ella-out/_workspace_bookT4_bussiT1234_50_keyboard.theme.k820006167.apk/	32.404407	( 500 / 1543 )
a1d207ffb8fdea5bfe7e7cb7bf763649736ad04850aa31dccba7bffeaaa41b0b	/workspace/ella-master5/ella-out/a1d207ffb8fdea5bfe7e7cb7bf763649736ad04850aa31dccba7bffeaaa41b0b/	32.17292746	( 3974 / 12352 )
b557dadcc858f41216f0d57915f9815cab151f638313d293a78f6fbe74fa0890	/workspace/ella-master5/ella-out/b557dadcc858f41216f0d57915f9815cab151f638313d293a78f6fbe74fa0890/	32.17257319	( 10440 / 32450 )
94dc9b9a54418e81c18ab7bc7a4900b7c142ef8166848fdd04d601075d369e82	/workspace/ella-master5/ella-out/94dc9b9a54418e81c18ab7bc7a4900b7c142ef8166848fdd04d601075d369e82/	31.69515012	( 10293 / 32475 )
afe46d5edbc7d2d95bdf58a3951b3b696f7b5e7b53f549061470bc2312ff5918	/workspace/ella-master4/ella-out/afe46d5edbc7d2d95bdf58a3951b3b696f7b5e7b53f549061470bc2312ff5918/	31.38048228	( 3878 / 12358 )
2565a03cbe66bd2cecb2fc7a1c27d4c2f1255d290e97c90b9e6b9f6cdb1c32c7	/workspace/ella-master5/ella-out/2565a03cbe66bd2cecb2fc7a1c27d4c2f1255d290e97c90b9e6b9f6cdb1c32c7/	31.24076809	( 2115 / 6770 )
_workspace_bookT4_bussiT1234_51_com.edgewalk.annabel.apk	/workspace/ella-master5/ella-out/_workspace_bookT4_bussiT1234_51_com.edgewalk.annabel.apk/	30.07110842	( 8923 / 29673 )
2188b21cfe1dd79da76fa692374c3647558fbf7fcbc27e782f1cd7450d2a05a9	/workspace/ella-master3/ella-out/2188b21cfe1dd79da76fa692374c3647558fbf7fcbc27e782f1cd7450d2a05a9/	28.46269258	( 7778 / 27327 )
92055a619644d28744eb2b1e23ba50c438762cf6b7b789d4a54583f630859ce3	/workspace/ella-master4/ella-out/92055a619644d28744eb2b1e23ba50c438762cf6b7b789d4a54583f630859ce3/	28.28070175	( 806 / 2850 )
db18d1f87dedf9d5a4c74b351860d078fe2b296e7134e98d0ad665c33373c370	/workspace/ella-master3/ella-out/db18d1f87dedf9d5a4c74b351860d078fe2b296e7134e98d0ad665c33373c370/	28.17919861	( 5183 / 18393 )
059183b440618be803f7ca4740106d886a6f3830fd5b30fc460033b6994534b9	/workspace/ella-master/ella-out/059183b440618be803f7ca4740106d886a6f3830fd5b30fc460033b6994534b9/	27.43660456	( 4079 / 14867 )
2eae94f7a04cd8f5dc632521eb8b73d6d49eac5ec9c619df2aa7cf50cdd341f7	/workspace/ella-master2/ella-out/2eae94f7a04cd8f5dc632521eb8b73d6d49eac5ec9c619df2aa7cf50cdd341f7/	27.39985515	( 4918 / 17949 )
1ff4d5d9b12c47abeccf3f5118fe477ccba719b4c4f7b8100a2574e8f071b66d	/workspace/ella-master4/ella-out/1ff4d5d9b12c47abeccf3f5118fe477ccba719b4c4f7b8100a2574e8f071b66d/	27.28617419	( 3136 / 11493 )
