farsi.tel.messenger,9.5.3,https://d.apkpure.com/b/APK/farsi.tel.messenger?version=latest
com.android.chrome,Varies with device,https://d.apkpure.com/b/APK/com.android.chrome?version=latest
livemobilelocationtracker.teccreations,3.6.5,https://d.apkpure.com/b/APK/livemobilelocationtracker.teccreations?version=latest
com.tonewdigital.myapplication,2.2,https://d.apkpure.com/b/APK/com.tonewdigital.myapplication?version=latest
kik.android,15.49.0.27501,https://d.apkpure.com/b/APK/kik.android?version=latest
com.tencent.mm,Varies with device,https://d.apkpure.com/b/APK/com.tencent.mm?version=latest
com.matchtech.cafe,1.6.28,https://d.apkpure.com/b/APK/com.matchtech.cafe?version=latest
com.viber.voip,Varies with device,https://d.apkpure.com/b/APK/com.viber.voip?version=latest
com.skype.raider,8.96.0.409,https://d.apkpure.com/b/APK/com.skype.raider?version=latest
org.telegram.plus,9.5.8.0,https://d.apkpure.com/b/APK/org.telegram.plus?version=latest
jp.naver.line.android,Varies with device,https://d.apkpure.com/b/APK/jp.naver.line.android?version=latest
com.google.android.apps.tachyon,Varies with device,https://d.apkpure.com/b/APK/com.google.android.apps.tachyon?version=latest
com.whatsapp.w4b,2.23.7.78,https://d.apkpure.com/b/APK/com.whatsapp.w4b?version=latest
com.logmein.gotoconnect,2023.03.0,https://d.apkpure.com/b/APK/com.logmein.gotoconnect?version=latest
app.source.getcontact,5.9.3,https://d.apkpure.com/b/APK/app.source.getcontact?version=latest
com.callapp.contacts,Varies with device,https://d.apkpure.com/b/APK/com.callapp.contacts?version=latest
com.schedule.telmate.telmatescheduleandroid,2.0.02,https://d.apkpure.com/b/APK/com.schedule.telmate.telmatescheduleandroid?version=latest
info.myapp.allemailaccess,1.923,https://d.apkpure.com/b/APK/info.myapp.allemailaccess?version=latest
com.safelinkwireless.app,1.0.3,https://d.apkpure.com/b/APK/com.safelinkwireless.app?version=latest
com.ertunga.wifihotspot,3.7.1,https://d.apkpure.com/b/APK/com.ertunga.wifihotspot?version=latest
com.loudtalks,5.20.1,https://d.apkpure.com/b/APK/com.loudtalks?version=latest
org.torproject.torbrowser,102.2.1-Release (12.0.5),https://d.apkpure.com/b/APK/org.torproject.torbrowser?version=latest
com.discord,174.16 - Stable,https://d.apkpure.com/b/APK/com.discord?version=latest
com.gangverk.sling,1.90.47,https://d.apkpure.com/b/APK/com.gangverk.sling?version=latest
com.sec.android.app.sbrowser,Varies with device,https://d.apkpure.com/b/APK/com.sec.android.app.sbrowser?version=latest
com.hcph.sniperelite,1.7.5,https://d.apkpure.com/b/APK/com.hcph.sniperelite?version=latest
co.mombos.mi,9.5.1-mb,https://d.apkpure.com/b/APK/co.mombos.mi?version=latest
sms.app.messages.app.message.box.message.me,1.61,https://d.apkpure.com/b/APK/sms.app.messages.app.message.box.message.me?version=latest
com.facebook.orca,404.0.0.14.115,https://d.apkpure.com/b/APK/com.facebook.orca?version=latest
